,index,Age,Height,Job,Location,Sports,Sex,Longtitude,latitude,Name
53,53,>30,169.0,other,"oakland, california",tennis,Male,21.18949993524742,105.82911108241319,Mr. Jordan Bentley III
54,54,>30,169.0,other,"menlo park, california",tennis,Male,21.30403446482657,106.02595183570179,Gerald Garcia
55,55,>30,170.0,doctor,"san francisco, california",tennis,Male,21.039744645739518,106.0257864787184,Daniel Massey
56,56,25-30,171.0,student,"berkeley, california",football,Male,21.051296844110105,105.85436834872158,Bradley Gallegos
57,57,20-24,172.0,other,"san francisco, california",football,Male,21.143261739028965,105.83750201675012,Kathleen Williams
58,58,20-24,170.0,student,"san francisco, california",tennis,Male,20.918909089682295,105.84763469204796,Joel Huff
59,59,>30,171.0,seller,"san francisco, california",tennis,Male,21.067830205406995,105.92992143927859,Gina Parker
60,60,>30,167.0,other,"san francisco, california",table_tenis,Male,21.113681543714048,105.94387830788808,Mr. Jonathan Strickland
61,61,>30,175.0,other,"san francisco, california",tennis,Male,20.990344277595142,105.96068124405022,Haley Rodriguez
62,62,>30,170.0,other,"san francisco, california",football,Male,21.00115794522563,105.87706948532148,Joseph Taylor
63,63,25-30,167.0,teacher,"san francisco, california",badminton,Female,20.912962575059495,105.91103786160322,Russell Dunlap
64,64,25-30,172.0,other,"san francisco, california",football,Male,21.018580735088598,105.82621904866161,Anthony Trevino
65,65,25-30,168.0,engineer,"san francisco, california",football,Male,20.991931209521717,105.7579986115815,Mrs. Kelly Hubbard
66,66,20-24,165.0,teacher,"san jose, california",football,Male,21.27433852661114,105.95200846155826,Susan Soto
67,67,>30,166.0,student,"san francisco, california",tennis,Female,21.028435893381253,106.01699967405018,Jenna Espinoza
68,68,>30,169.0,doctor,"palo alto, california",tennis,Female,21.258003924263267,106.02447101435973,John Huerta
69,69,25-30,176.0,other,"berkeley, california",tennis,Male,21.101353667166755,105.91278824613669,Scott Henry
70,70,25-30,162.0,engineer,"belmont, california",football,Female,21.179567991991895,105.77388507083151,Christina Mays DDS
71,71,>30,167.0,other,"san francisco, california",badminton,Female,21.069798393403165,105.91094026129147,John Williams
72,72,>30,173.0,other,"emeryville, california",tennis,Male,20.955775182917307,105.79750355247276,Susan Harris
73,73,>30,161.0,other,"oakland, california",football,Female,21.308666696253045,105.99757004655199,Brittany Ross
74,74,25-30,172.0,teacher,"oakland, california",tennis,Male,21.08580993448621,105.7438278345668,Jose Spencer
75,75,25-30,167.0,other,"oakland, california",football,Female,21.083708957938903,105.9804475852262,Jessica Ramos
76,76,25-30,172.0,seller,"berkeley, california",badminton,Male,21.289118018364046,105.88680787251538,Brittany Sanders DVM
77,77,25-30,165.0,other,"san francisco, california",tennis,Female,21.232882787357244,105.86079919628106,Michael Wilkerson
78,78,>30,167.0,other,"san francisco, california",football,Female,21.100488741056616,105.78215870558701,Jesse Stanley
79,79,20-24,171.0,other,"san francisco, california",tennis,Male,21.283142939163785,106.01162966876774,Charles Dunn
80,80,25-30,167.0,accounting,"san francisco, california",football,Female,20.992390275399554,105.86589011554229,Mr. Micheal Scott
81,81,>30,169.0,seller,"san francisco, california",tennis,Male,21.171513730857768,105.98525550226026,John Carey
82,82,>30,169.0,accounting,"san francisco, california",tennis,Male,21.283675520117043,105.7803853849834,Jose Beck
83,83,>30,164.0,engineer,"san francisco, california",tennis,Female,20.930800964787622,106.02653281328745,Victoria Jennings
84,84,>30,173.0,engineer,"san francisco, california",badminton,Male,21.091264141561854,105.89313937220564,Jason Hubbard
85,85,25-30,168.0,seller,"palo alto, california",volleyball,Male,21.305558187448842,105.77132231396347,David Mclean
86,86,>30,166.0,seller,"san francisco, california",tennis,Female,20.89170114160758,105.75548461600667,Mike Stewart
87,87,25-30,161.0,other,"san francisco, california",football,Female,21.145658927304275,105.75916025904722,Patricia Hatfield
88,88,>30,171.0,other,"oakland, california",football,Male,20.998831574753726,105.85102166451148,Jeffrey Haley
89,89,>30,164.0,seller,"san francisco, california",tennis,Female,21.105619305562502,106.00205944613228,Janet Black
90,90,20-24,174.0,other,"san francisco, california",football,Male,21.24116436242707,105.95828703096205,Amber King
91,91,25-30,174.0,engineer,"san rafael, california",football,Male,21.378946854503454,105.94122877582315,Christopher Morris
92,92,25-30,167.0,doctor,"el granada, california",football,Female,21.032879380256638,105.9656358124802,Laura Kerr
93,93,25-30,169.0,other,"san francisco, california",badminton,Male,20.923203739395667,105.99866254692064,Emily Pierce
94,94,25-30,167.0,other,"san francisco, california",tennis,Male,21.312075887192886,105.97834021166088,Jose Smith
95,95,25-30,178.0,other,"san francisco, california",tennis,Male,21.270469531959908,105.92319529967828,Brandy Rivera
96,96,>30,175.0,other,"san francisco, california",tennis,Male,20.917959735567806,106.02604932577914,Mark Beck
97,97,>30,170.0,other,"san francisco, california",football,Male,21.140157012636873,105.99139938754836,Steven Pham
98,98,>30,166.0,accounting,"san francisco, california",badminton,Female,20.88989038930716,105.80376105494287,Ellen Jones
99,99,>30,172.0,other,"castro valley, california",football,Male,21.172062869260042,105.85797182983609,Melissa Stein
100,100,>30,171.0,teacher,"san francisco, california",football,Male,20.963926734293324,105.82248000897975,Luis White
101,101,>30,168.0,other,"daly city, california",football,Male,21.347965960255213,105.79910080590851,Brianna Colon
102,102,>30,169.0,teacher,"fairfax, california",football,Male,21.38300769544355,105.79860219043859,Carolyn Mullins
103,103,>30,170.0,other,"san francisco, california",badminton,Male,21.10720769929189,105.99669526856626,John Daniel MD
104,104,>30,163.0,other,"san francisco, california",badminton,Female,21.29792426641787,105.92410708969072,Diana Baker
105,105,>30,165.0,teacher,"mountain view, california",badminton,Female,21.0098773818857,105.82473526820715,Brittany Gonzalez
106,106,>30,164.0,accounting,"menlo park, california",badminton,Female,21.10732322165516,105.84297766220232,Richard Smith
107,107,20-24,172.0,doctor,"burlingame, california",tennis,Male,21.267347625941767,105.94609595125108,Jason Harrington
108,108,25-30,164.0,other,"san francisco, california",badminton,Female,21.332980680912975,105.93141259005871,Sara Knight
109,109,25-30,166.0,other,"martinez, california",football,Male,21.194623762303017,105.97535722989385,James Schmitt
110,110,>30,168.0,teacher,"san francisco, california",football,Male,21.086983208635868,105.95923442449735,Matthew Porter
111,111,25-30,171.0,teacher,"oakland, california",badminton,Male,21.076243386904494,105.79644652733062,Kathryn Edwards
112,112,20-24,174.0,seller,"oakland, california",football,Male,21.14684194192479,105.76437884267285,Dan Harper
113,113,20-24,166.0,other,"san francisco, california",tennis,Female,21.272963776479962,105.85268270189526,George Martin
114,114,>30,170.0,engineer,"emeryville, california",tennis,Male,20.985112681495643,105.73953484146134,Kenneth Perry
115,115,>30,172.0,seller,"pleasant hill, california",football,Male,21.377375777497022,105.8431533971533,Johnny Martinez
116,116,<20,168.0,seller,"hayward, california",football,Male,21.13864857770897,105.88766145206763,April Farmer
117,117,>30,167.0,other,"alameda, california",tennis,Male,21.03585794850852,106.00951977768855,Kimberly Lam
118,118,20-24,165.0,seller,"san francisco, california",tennis,Female,21.168901458177746,105.98580418496928,Laurie Wheeler
119,119,25-30,166.0,student,"berkeley, california",tennis,Female,21.116598376630296,105.91526514286193,Connor Graves
120,120,20-24,171.0,other,"san francisco, california",basketball,Male,20.987456890088666,106.00271012528613,Tamara Faulkner
121,121,>30,175.0,other,"vallejo, california",tennis,Male,21.128759791677957,105.78550268817538,Denise Martin
122,122,20-24,166.0,other,"san francisco, california",tennis,Male,21.381470405793305,105.9143328109432,Timothy Welch
123,123,20-24,170.0,doctor,"san francisco, california",badminton,Male,21.181744989663763,105.90004859012927,Ricky Smith
124,124,25-30,162.0,doctor,"san francisco, california",football,Female,21.208386457094598,105.9774644690887,Melissa Stevens
125,125,25-30,168.0,engineer,"san francisco, california",tennis,Male,20.95613192545645,105.77974162819528,Martin Chen
126,126,>30,173.0,engineer,"emeryville, california",football,Male,21.030051937510976,106.0272994109188,Rebecca Miller
127,127,25-30,168.0,other,"san francisco, california",tennis,Male,21.149946576319525,105.88961723536457,Heather Gonzalez
128,128,25-30,171.0,other,"san francisco, california",tennis,Male,21.035356400983897,106.00687822754065,Leonard Lewis
129,129,25-30,166.0,other,"menlo park, california",football,Male,21.015266382248836,105.86379562586572,Rebecca Jensen
130,130,>30,169.0,seller,"san francisco, california",volleyball,Male,20.897766219046,105.8908346492482,Stephen Smith
131,131,>30,168.0,seller,"berkeley, california",tennis,Female,20.936020833293707,105.7891338292782,Nancy Wagner
132,132,>30,168.0,other,"san francisco, california",tennis,Female,21.148871082893933,105.86176545522875,Jonathan Friedman
133,133,>30,168.0,teacher,"san francisco, california",tennis,Female,21.288858279874198,105.99479281309519,Kenneth Davis
134,134,20-24,168.0,student,"berkeley, california",tennis,Male,21.171214922947414,106.02063310585899,Laurie Casey
135,135,>30,167.0,other,"san francisco, california",football,Female,21.256855573928718,105.94789437900585,Paul Rivera
136,136,20-24,175.0,seller,"berkeley, california",volleyball,Male,21.27634979787835,106.00192612231227,Brenda Campos
137,137,>30,173.0,other,"benicia, california",basketball,Male,21.03187374193705,105.90640753584132,Bethany Rogers
138,138,>30,167.0,engineer,"oakland, california",badminton,Male,21.256616147091275,105.84627548072761,Ryan Sellers
139,139,20-24,173.0,developer,"castro valley, california",football,Male,21.338496242008304,105.98022961381739,Aaron Morris
140,140,>30,162.0,other,"san francisco, california",football,Female,21.160076440821094,105.96308642861133,Howard Williams
141,141,>30,173.0,other,"daly city, california",tennis,Male,20.92582943194682,105.92712152109515,William Evans
142,142,>30,173.0,other,"oakland, california",tennis,Male,21.021565891705436,105.75110376946914,Jeffrey White
143,143,25-30,174.0,seller,"oakland, california",football,Male,21.366907838678245,105.87905260873774,Miranda Sanchez
144,144,>30,163.0,seller,"berkeley, california",football,Female,21.22187749405851,105.89762954406697,Sean Hamilton
145,145,20-24,167.0,other,"san francisco, california",tennis,Male,21.220493543735497,105.76910287205367,Katie Kaiser
146,146,25-30,170.0,seller,"el cerrito, california",football,Male,20.900062981353503,105.86596452764267,Katherine Acosta
147,147,>30,166.0,other,"vallejo, california",table_tenis,Male,20.929609620246083,105.90957558709297,Margaret Rodriguez
148,148,>30,164.0,student,"menlo park, california",badminton,Female,20.910325911519994,105.81752829982577,Scott Williams
149,149,>30,167.0,other,"mill valley, california",tennis,Female,21.022832430488933,105.74302407119684,Dawn Warren
150,150,>30,163.0,teacher,"san francisco, california",badminton,Female,20.97912466051329,106.00933692282476,Christopher Thompson
151,151,>30,168.0,other,"san francisco, california",swimming,Male,20.999835777129988,105.96091246608155,Anthony Martin
152,152,>30,168.0,other,"oakland, california",tennis,Male,21.10918345529375,105.75234696602662,Nicole Johnson
153,153,20-24,175.0,seller,"oakland, california",football,Male,21.33408073127462,105.77767601186132,Jennifer Maldonado
154,154,25-30,173.0,other,"oakland, california",tennis,Male,21.160945120039877,105.75077059392618,Jordan Salas MD
155,155,25-30,161.0,other,"san mateo, california",football,Female,21.349051208355966,105.80537286205403,Dean Robertson
156,156,>30,162.0,accounting,"richmond, california",football,Female,21.068511495173865,105.73516972278465,Jasmin Brown
157,157,25-30,168.0,other,"san francisco, california",badminton,Female,20.938937859827934,105.82060322932472,Dawn Holmes
158,158,>30,169.0,teacher,"redwood city, california",tennis,Female,21.269470314545067,105.75677611829101,David Romero
159,159,20-24,163.0,seller,"san rafael, california",badminton,Female,21.301938562734716,105.7995532396363,Amy Bell
160,160,>30,162.0,seller,"oakland, california",tennis,Female,21.252649625797407,105.76508212669943,Richard Middleton
161,161,>30,166.0,doctor,"el cerrito, california",tennis,Female,20.911313622105236,105.78740790971506,Colin Clay
162,162,25-30,166.0,other,"san francisco, california",football,Male,21.29673666979868,105.87392321535572,Paul Alexander
163,163,>30,166.0,doctor,"san francisco, california",football,Female,21.31870166357116,105.84405895897213,Dawn Collins
164,164,20-24,172.0,student,"berkeley, california",football,Male,21.21072177657485,105.90458506565895,Candace Wong
165,165,>30,174.0,other,"san francisco, california",football,Male,21.30354617083628,105.81331634277441,Jennifer Scott
166,166,>30,172.0,seller,"san francisco, california",football,Male,21.087157648513667,105.8562529824343,Kenneth Garner
167,167,25-30,163.0,other,"berkeley, california",tennis,Female,21.241987112344543,106.01292812420563,April Taylor
168,168,25-30,168.0,engineer,"san francisco, california",badminton,Female,21.154654905407345,105.96933490277124,Matthew Fuller
169,169,>30,166.0,seller,"oakland, california",swimming,Female,21.32702839392056,105.89910708513241,Stephanie Robertson
170,170,20-24,166.0,student,"san francisco, california",football,Female,21.250000406220806,105.74923415182245,Vanessa Brown
171,171,>30,170.0,other,"san rafael, california",tennis,Male,21.28144211163322,105.92131888720851,David Sanchez
172,172,>30,173.0,accounting,"menlo park, california",badminton,Male,20.995002157554275,105.91194271217715,Ryan Hill
173,173,>30,163.0,other,"san francisco, california",tennis,Female,21.15588910328307,105.89316917945757,Desiree Grant
174,174,20-24,169.0,other,"el sobrante, california",tennis,Male,21.18117835665204,105.88205058729208,Elizabeth Russell
175,175,>30,166.0,doctor,"san francisco, california",football,Male,21.050992730473283,105.79589315400803,Michelle Tanner MD
176,176,25-30,168.0,other,"walnut creek, california",tennis,Male,21.21761831010958,105.84456872425702,Jennifer Patterson
177,177,25-30,172.0,other,"san francisco, california",tennis,Male,21.272200995938007,105.7603045756947,Cheryl Lewis
178,178,>30,168.0,seller,"walnut creek, california",basketball,Female,21.144130261880626,105.83584566936227,James Greene
179,179,25-30,171.0,other,"el cerrito, california",table_tenis,Male,21.32571144035644,105.8133929267426,Michelle Smith
180,180,>30,169.0,other,"oakland, california",swimming,Male,21.141822884190166,105.96749491290555,Rebecca Hart
181,181,20-24,166.0,other,"mill valley, california",tennis,Female,20.934027125437133,105.78497813282442,Jordan Wilson
182,182,25-30,168.0,other,"san francisco, california",tennis,Female,21.08256018749167,105.73754254502863,Joanna Lowe
183,183,>30,170.0,other,"san mateo, california",football,Male,21.21057187306589,105.97370151947733,Roberto Knapp
184,184,25-30,174.0,teacher,"hayward, california",football,Male,21.080588662555378,105.80659144100031,Mrs. Cassidy Morris
185,185,>30,163.0,teacher,"alameda, california",football,Female,21.267002985487505,105.90538554249693,Jeremy Walls
186,186,>30,166.0,other,"san francisco, california",football,Female,21.204248325412227,106.0140419117757,Pamela Olson
187,187,>30,160.0,teacher,"san francisco, california",football,Female,20.897802294974014,106.03086576813045,Kenneth Hoffman
188,188,25-30,167.0,other,"san francisco, california",tennis,Female,21.291490496547908,105.8335795940667,Matthew Bailey
189,189,>30,179.0,other,"san francisco, california",tennis,Male,21.299986405975808,106.00228568578673,Edward Herrera
190,190,25-30,161.0,engineer,"berkeley, california",badminton,Female,21.125657389840338,105.92780850133512,Amanda Lang
191,191,>30,169.0,other,"belmont, california",badminton,Male,20.959130573479086,105.93367560575548,Michael Nunez
192,192,25-30,169.0,other,"oakland, california",tennis,Female,21.2246135797953,105.87599109905862,Mr. Kevin Barajas
193,193,>30,167.0,other,"oakland, california",tennis,Male,21.32548050423593,105.76531908876801,James Moore
194,194,>30,171.0,teacher,"stanford, california",tennis,Male,21.18258267104955,105.83811093119951,Rhonda Rivera
195,195,>30,163.0,teacher,"san francisco, california",table_tenis,Female,21.192754175964335,105.74199940407246,Dr. Taylor Martinez
196,196,25-30,167.0,other,"san francisco, california",tennis,Male,21.170219416987685,105.86306793768357,Nathaniel Newman
197,197,>30,163.0,other,"san francisco, california",football,Female,20.93763806335717,105.97317610856973,Jennifer Henry MD
198,198,25-30,164.0,doctor,"san francisco, california",badminton,Female,21.374039824475922,105.94948747652133,Heather Lewis
199,199,<20,162.0,seller,"daly city, california",tennis,Female,21.28841927073437,106.01585479727655,Lacey Howell
200,200,25-30,165.0,doctor,"san pablo, california",football,Female,21.228464326535303,105.92875433132407,Kimberly Conrad
201,201,25-30,167.0,other,"san francisco, california",badminton,Male,21.0041550429656,106.02423507305427,Kevin Keller
202,202,25-30,166.0,teacher,"menlo park, california",tennis,Female,21.29664849949799,105.88054743142008,Cindy Dunn
203,203,>30,163.0,student,"oakland, california",tennis,Female,21.305518061856947,105.84565258571993,Elizabeth Hamilton
204,204,25-30,163.0,seller,"san francisco, california",table_tenis,Female,21.351287223352212,106.02505009578775,Margaret Rogers
205,205,>30,169.0,other,"oakland, california",tennis,Female,21.161790637044078,105.99293036517928,Frederick Arroyo
206,206,>30,171.0,seller,"san francisco, california",basketball,Male,20.97173647624991,105.85932619160525,Andrew Burke
207,207,20-24,169.0,other,"san mateo, california",badminton,Female,20.902685963604764,105.80378605227949,Anthony Hawkins
208,208,>30,167.0,student,"san francisco, california",volleyball,Female,20.919963126447495,105.7932637182499,Wayne Robinson
209,209,>30,166.0,other,"menlo park, california",tennis,Female,21.01682403577342,105.83712000155643,Mary Perez
210,210,>30,162.0,doctor,"menlo park, california",tennis,Female,21.124370619503285,105.7645748826813,Victoria Cisneros
211,211,>30,172.0,engineer,"san francisco, california",tennis,Male,21.35021163578051,106.01243200032089,Rachel Robbins
212,212,>30,169.0,other,"san francisco, california",football,Male,21.193736799991186,106.0033628676045,Ronald Lucero
213,213,>30,169.0,other,"oakland, california",football,Male,21.354771109694386,105.80291861708632,Richard Townsend
214,214,20-24,159.0,other,"novato, california",tennis,Female,21.10257033482749,105.86053799826581,Laurie Dominguez
215,215,>30,174.0,engineer,"pacifica, california",volleyball,Male,21.00463698973286,105.8147644042592,Melissa Dickerson
216,216,>30,170.0,other,"oakland, california",tennis,Male,21.156956476153816,105.99107877464823,Adrienne Berger
217,217,>30,165.0,other,"san francisco, california",tennis,Female,21.114944604283686,105.79841697052956,Seth Jackson
218,218,25-30,170.0,other,"berkeley, california",table_tenis,Male,21.24694455998064,105.76140021643758,Kimberly Bush
219,219,25-30,166.0,other,"san francisco, california",tennis,Female,21.000336341496094,105.96141929020347,Danielle Nichols
220,220,20-24,170.0,seller,"vallejo, california",football,Male,21.20942798053966,105.8840722122802,Bobby Bentley
221,221,>30,164.0,doctor,"redwood city, california",tennis,Female,21.09478530718323,105.73625792589625,Lisa Fox
222,222,>30,169.0,other,"san francisco, california",tennis,Male,21.323069849506172,105.89835595004931,Courtney Smith
223,223,>30,163.0,doctor,"lafayette, california",tennis,Female,20.929289042038274,105.92541910486774,Lisa Kramer
224,224,20-24,162.0,other,"oakland, california",tennis,Female,21.006265559342253,105.92086587734414,Jacqueline Frye
225,225,>30,168.0,other,"half moon bay, california",swimming,Female,21.372860106224167,105.94375536966525,Tonya Paul
226,226,25-30,171.0,seller,"san francisco, california",football,Male,21.24766129823439,105.87592787633615,Anna Rosario
227,227,>30,171.0,teacher,"san francisco, california",tennis,Female,21.221461683650023,105.74780138605466,Mark Fields
228,228,>30,169.0,other,"san francisco, california",tennis,Male,21.153507962229554,106.01175931360926,Christopher Shaw
229,229,>30,170.0,teacher,"berkeley, california",football,Female,21.265673677506527,105.80619871649542,Kelly Oneill
230,230,25-30,172.0,seller,"san francisco, california",badminton,Male,21.22465736657214,105.75610791347422,Angela Romero
231,231,>30,166.0,other,"fremont, california",badminton,Female,21.13154240102683,105.92502057656883,Michael Marsh
232,232,>30,165.0,engineer,"orinda, california",football,Female,21.15390676438131,106.0291960314414,Cynthia Howard
233,233,>30,165.0,other,"oakland, california",tennis,Female,20.898971098135497,105.82571422374637,Jessica Rogers
234,234,>30,168.0,other,"alameda, california",tennis,Male,21.099278639616855,105.86665179353754,Catherine Mcknight
235,235,>30,168.0,other,"san mateo, california",football,Male,21.321195418270296,105.79703045059918,Kelly Williams
236,236,>30,162.0,teacher,"orinda, california",tennis,Female,21.166925494055295,105.97839437480675,Kelly Adams
237,237,25-30,172.0,seller,"hayward, california",football,Male,20.92741857538148,105.76006349408485,Michele Owens
238,238,20-24,163.0,other,"san francisco, california",tennis,Female,21.134815895992173,105.77534017909075,Megan Boyd
239,239,<20,173.0,student,"san mateo, california",swimming,Male,21.152248825286954,105.95034207104499,Melissa Humphrey
240,240,>30,167.0,other,"san francisco, california",badminton,Male,21.211788784566593,106.0026976970672,Chloe George
241,241,>30,165.0,seller,"san mateo, california",football,Female,21.378836163728238,105.8995563630561,Connie Thompson
242,242,>30,169.0,doctor,"san mateo, california",tennis,Male,20.916134276659953,105.78417116247658,Timothy Krueger
243,243,25-30,180.0,other,"berkeley, california",table_tenis,Male,21.33429084763667,105.89186569484404,Gary Herrera
244,244,>30,161.0,other,"san francisco, california",tennis,Female,21.25595144654528,105.76761114645379,Matthew Brown DVM
245,245,>30,163.0,other,"oakland, california",table_tenis,Female,21.247614644314368,105.88445138779542,Tracy Jimenez
246,246,25-30,173.0,student,"oakland, california",tennis,Male,20.9480640540325,105.81399285504301,Zachary Williams
247,247,>30,163.0,doctor,"san francisco, california",basketball,Female,21.280761172466004,105.85022328478638,Ashley Trujillo
248,248,>30,171.0,accounting,"novato, california",football,Male,21.253766347147415,105.98686838651523,Catherine Hunt
249,249,>30,162.0,other,"el cerrito, california",tennis,Female,21.20454458379595,105.86161310030015,Karen Cooper
250,250,20-24,168.0,seller,"san anselmo, california",tennis,Female,20.99800769704128,105.96805736230175,Christopher Benjamin
251,251,>30,172.0,other,"san francisco, california",football,Male,21.104314678187237,105.77232580392823,Jacqueline Bruce
252,252,>30,165.0,doctor,"berkeley, california",tennis,Female,21.195132376787846,105.85299060107721,Megan Cummings
253,253,25-30,167.0,seller,"san francisco, california",badminton,Female,21.19769463225758,105.91156063681714,Stephanie Harvey
254,254,>30,167.0,other,"castro valley, california",tennis,Male,21.084791806871422,105.99050773584005,Robin Jones
255,255,>30,168.0,other,"oakland, california",tennis,Male,21.352985593277783,105.74551539685358,Thomas Lopez
256,256,20-24,167.0,seller,"oakland, california",football,Male,20.88350875203856,105.85210668817048,Drew Patrick
257,257,>30,167.0,other,"san francisco, california",football,Female,21.04763016285417,105.82281823000704,Jessica Thomas
258,258,>30,162.0,other,"san pablo, california",tennis,Female,21.058721285824497,105.77989428851083,Kerri Herrera
259,259,>30,163.0,doctor,"vallejo, california",football,Female,21.050325368485957,106.02155394323657,Michelle Miller
260,260,>30,164.0,teacher,"berkeley, california",tennis,Female,21.08843921888317,105.87395090380821,Kaitlin Barrett
261,261,>30,172.0,other,"mountain view, california",football,Male,21.306672867976747,105.95325585391062,Patricia Lee
